District Name;District ID;PO Group;Purchase Order Number;PO Start Date;PO Expiry Date;License Type;Total License Count;Redeemed Count;Product Titles;Number of Users Assigned
Portland Public Schools (OR);69729;Active PO;Portland_Public_Schools_Reporteros_1_2_migrated;2024-08-12;2025-09-15;User;8700;27;"Reporteros 1; Reporteros 2 ; Reporteros 3; Reporteros 4";500
Loudoun County Public Schools;68589;Active PO;PO_60427_PD_Neu_1;2024-08-20;2025-09-23;User;10598;32;Portfolio Deutsch Neu, Level 1 - Textbook;109
Loudoun County Public Schools;68589;Active PO;PO_60427_PD_Neu_2;2024-08-20;2025-09-23;User;12562;33;Portfolio Deutsch Neu, Level 2 - Textbook;99
Loudoun County Public Schools;68589;Active PO;PO_60427_PD_Neu_3_4;2024-08-20;2025-09-23;User;5136;34;Portfolio Deutsch Neu, Level 3/4 - Textbook;86
Apple Valley Unified School District;62973;Expired PO;APPLEVALLEYUSD_PILOT_Readers;2024-04-02;2024-06-14;User;950;1;"24 horas en Barcelona; 24 horas en Bogotá; 24 horas en Buenos Aires; 24 horas en Ciudad de México; Me despierto y bailo; Todo para todos; Un gol fantástico";1
Apple Valley Unified School District;62973;Expired PO;APPLEVALLEYUSD_PILOT_Reporteros1-3;2023-11-28;2024-06-14;User;950;1;"Reporteros 1; Reporteros 2 ; Reporteros 3";1
Apple Valley Unified School District;62973;Expired PO;SO-59023_AppleValleyUSDPilot_ReportersFranc1;2025-02-28;2025-04-28;User;160;4;Reporters francophones 1;139
Apple Valley Unified School District;62973;Expired PO;SO-59023_AppleValleyUSDPilot_ReportersFranc2;2025-02-28;2025-04-28;User;72;3;Reporters francophones 2;63
Apple Valley Unified School District;62973;Expired PO;SO-59023_AppleValleyUSDPilot_ReportersFranc3;2025-02-28;2025-04-28;User;30;3;Reporters francophones 3;23
East Rockaway Union Free SD;72271;Active PO;Pilot2024-2025_EastRockaway_ReporterosSeries;2024-09-20;2025-06-10;User;440;2;"Reporteros 1A; Reporteros 1B; Reporteros 2 ; Reporteros 3; Reporteros 4";369
Shawnee Mission School District (KS);73313;Active PO;ShawneeMission_SO-49069_SpanishReaders;2024-11-13;2025-12-17;User;861;1;"24 horas en Bogotá; 24 horas en Ciudad de México; En busca de la verdad; Todo para todos; Un gol fantástico";1
Shawnee Mission School District (KS);73313;Expired PO;ShawneeMissionPilot_2024-2025_ReporterosSeries;2024-10-30;2025-01-17;User;803;8;"Reporteros 1; Reporteros 2 ; Reporteros 3; Reporteros 4";500
Oxford Community School District;73668;Active PO;OxfordCSD_PilotExtension_Reporteros1;2025-02-18;2025-09-05;User;238;3;Reporteros 1;122
Oxford Community School District;73668;Active PO;OxfordCSD_PilotExtension_Reporteros2;2025-02-18;2025-09-05;User;143;2;Reporteros 2;4
Oxford Community School District;73668;Expired PO;SO-28089_OxfordSchoolsMI_MiddleSchool_Reporteros1;2024-06-11;2025-02-02;User;779;1;Reporteros 1;0
Oxford Community School District;73668;Expired PO;SO-28089_OxfordSchoolsMI_MiddleSchool_Reporteros2;2024-06-11;2025-02-02;User;170;1;Reporteros 2;0
Oxford Community School District;73668;Expired PO;SO-28090_OxfordSchoolsMI_HighSchool_Reporteros1;2024-06-11;2025-02-02;User;32;1;Reporteros 1;0
Oxford Community School District;73668;Expired PO;SO-28090_OxfordSchoolsMI_HighSchool_Reporteros2;2024-06-11;2025-02-02;User;245;1;Reporteros 2;0
Oxford Community School District;73668;Expired PO;SO-28090_OxfordSchoolsMI_HighSchool_Reporteros3;2024-06-11;2025-02-02;User;234;1;Reporteros 3;0
Oxford Community School District;73668;Expired PO;SO-28090_OxfordSchoolsMI_HighSchool_Reporteros4;2024-06-17;2025-02-02;User;121;1;Reporteros 4;0
Oxford Community School District;73668;Expired PO;SO-28090_OxfordSchoolsMI_ReporterosSeries_Nov2024;;2025-02-18;User;;;;0
Uniondale School District;72203;Active PO;Pilot_UniondaleFreeSD_ReportersFrancophones_Series;2024-09-19;2025-06-15;User;485;4;"Reporters francophones 3; Reporters francophones 1; Reporters francophones 1A; Reporters francophones 1B; Reporters francophones 2";305
Belton Independent School District;71977;Active PO;PO022400175_PortfolioDeutschNeu1_textbook;2024-09-19;2025-10-23;User;65;3;Portfolio Deutsch Neu, Level 1 - Textbook;65
Belton Independent School District;71977;Active PO;PO022400175_PortfolioDeutschNeu1_teachermaterials;2024-09-19;2025-10-23;User;10;3;"Portfolio Deutsch Neu, Level 1 - Teacher's Manual; Portfolio Deutsch Neu, Level 1 - Textbook; Portfolio Deutsch Neu, Level 1 - Workbook";5
Belton Independent School District;71977;Active PO;POZQ003146_PortfolioDeutschNeu1_textbook;2024-09-27;2025-10-31;User;20;2;Portfolio Deutsch Neu, Level 1 - Textbook;15
Vallejo City Unified School District;71238;Active PO;POPO25-00601_Defifrancophone1-2;2024-09-04;2025-10-08;User;100;2;"Défi francophone 1; Défi francophone 2";5
Vallejo City Unified School District;71238;Active PO;PO25-00601_Reportersfrancophones1-3;2024-09-04;2025-10-08;User;400;3;"Reporters francophones 3; Reporters francophones 1; Reporters francophones 2";142
Vallejo City Unified School District;71238;Active PO;PO25-00601_Proyectos1-2;2024-09-04;2025-10-08;User;310;2;"Proyectos 1; Proyectos 2";7
Department of Defense Education Activity (DoDEA);70550;Active PO;PO_HE125424FE121_Reporters_Francophones_1;2024-08-30;2025-10-03;User;541;12;Reporters francophones 1;263
Department of Defense Education Activity (DoDEA);70550;Active PO;PO_HE125424FE121_Reporters_Francophones_2;2024-08-30;2025-10-03;User;313;12;Reporters francophones 2;85
Department of Defense Education Activity (DoDEA);70550;Active PO;PO_HE125424FE121_Reporters_Francophones_3;2024-08-30;2025-10-03;User;185;10;Reporters francophones 3;47
Department of Defense Education Activity (DoDEA);70550;Active PO;PO_HE125424FE121_Davvero_1;2024-08-30;2025-10-03;User;320;7;Davvero 1;105
Department of Defense Education Activity (DoDEA);70550;Active PO;PO_HE125424FE121_Davvero_2;2024-08-30;2025-10-03;User;250;6;Davvero 2;25
Department of Defense Education Activity (DoDEA);70550;Active PO;PO_HE125425FE086_Reporteros_Francophones_1;2024-11-26;2025-12-30;User;41;3;Reporters francophones 1;24
Department of Defense Education Activity (DoDEA);70550;Active PO;PO_HE125425FE086_Reporteros_Francophones_2;2024-11-26;2025-12-30;User;41;3;Reporters francophones 2;6
Department of Defense Education Activity (DoDEA);70550;Active PO;PO_HE125425FE086_Reporters_Francopohones_3;2024-11-26;2025-12-30;User;41;2;Reporters francophones 3;3
Waukesha School District (WI);71140;Active PO;PO#4572500023_Waukesha_Reporteros1-4;;2025-09-30;User;;;;0
Waukesha School District (WI);71140;Active PO;PO#4572500023_Waukesha_RepFrancophones1;;2025-09-30;User;;;;0
Waukesha School District (WI);71140;Active PO;TeacherTrial_Waukesha_RepFrancophones2-3;2024-09-05;2025-10-09;User;5;2;"Reporters francophones 3; Reporters francophones 2";5
Waukesha School District (WI);71140;Active PO;Waukesha_PilotAddendum_Reporteros3;2025-04-01;2025-06-15;User;111;1;Reporteros 3;3
Waukesha School District (WI);71140;Expired PO;SO-48659_WaukeshaSD_Pilot_GeneracionAP;2024-11-08;2025-03-09;User;250;5;Generación AP®;51
Waukesha School District (WI);71140;Expired PO;SO-48659_WaukeshaSD_Pilot_Reporteros;2024-11-08;2025-03-09;User;421;5;"Reporteros 1; Reporteros 2 ; Reporteros 3; Reporteros 4";337
Franklin Towne Charter High School;71205;Active PO;PO#2425-000119_FranklinTowneCS_Rep1_Teacher3year;;2027-12-11;User;;;;0
Franklin Towne Charter High School;71205;Active PO;PO#2425-000119_FranklinTowneCS_Readers_Teacher12mo;;2025-10-02;User;;;;0
Franklin Towne Charter High School;71205;Expired PO;PO#2425-000119_FranklinTowneCS_Reporteros1+Readers;2024-08-28;2025-03-15;User;;;;0
St. Charles Community Unit School District 303 (IL) -- ClassLink -- updated;70659;Active PO;PO5240342_Reporteros1-2_Classlink;2024-08-16;2025-09-19;User;13475;5;"Reporteros 1; Reporteros 2";500
St. Charles Community Unit School District 303 (IL) -- ClassLink -- updated;70659;Active PO;PO5240342_RF1-3_Classlink;2024-08-16;2025-09-19;User;2226;5;"Reporters francophones 3; 24 heures à Bruxelles; 24 heures à la Réunion; 24 heures à Paris; 24 heures en Bretagne; Reporters francophones 1; Reporters francophones 2";305
St. Charles Community Unit School District 303 (IL) -- ClassLink -- updated;70659;Active PO;PO5240342_FrenchReaderSeries_Classlink;2024-08-19;2025-09-22;User;580;4;"24 heures à Bruxelles; 24 heures à la Réunion; 24 heures à Montréal; 24 heures à Paris; 24 heures en Provence";71
South Kitsap School District;70563;Active PO;POZQ002761_SouthKitsapHS_Proyectos1;2024-08-16;2025-09-19;User;40;2;Proyectos 1;25
Lyons Township High School District 204;70480;Active PO;7302500010_ Lyons TownshipHS;2024-08-15;2025-09-18;User;200;2;"Davvero 1; Davvero 2";164
Effingham County Schools;68095;Active PO;PO462-00_Reporteros1-3;2024-08-12;2025-09-15;User;12551;7;"Reporteros 1; Reporteros 2 ; Reporteros 3";500
Effingham County Schools;68095;Active PO;PO462-00_Reportersfrancophones1-3;2024-08-12;2025-09-15;User;2369;4;"Reporters francophones 3; Reporters francophones 1; Reporters francophones 2";111
Sacramento City Unified School District - ClassLink;68384;Active PO;KSO4355000002108046_SacramentoCityUSD_PDN1-4;2024-07-29;2025-09-01;User;1500;2;"Portfolio Deutsch Neu, Level 1 - Textbook; Portfolio Deutsch Neu, Level 1 - Workbook; Portfolio Deutsch Neu, Level 2 - Textbook; Portfolio Deutsch Neu, Level 2 - Workbook; Portfolio Deutsch Neu, Level 3/4 - Textbook; Portfolio Deutsch Neu, Level 3/4 - Workbook";160
Sacramento City Unified School District - ClassLink;68384;Active PO;KSO4355000002108046_SacramentoCityUSD_PDN1-4_tchr;2024-07-29;2025-09-01;User;10;2;"Portfolio Deutsch Neu, Level 1 - Teacher's Manual; Portfolio Deutsch Neu, Level 2 - Teacher’s Manual; Portfolio Deutsch Neu, Level 3/4 - Teacher's Manual";3
Elmwood-Murdock Public Schools (NE);69246;Active PO;PO#EM24-25KWL_Elmwood-MurdockSchools_Reporteros;;2025-09-08;User;;;;0
Forsyth County Schools;68587;Active PO;ForsythCounty2024_PDNeu;2024-07-26;2026-08-29;User;2500;5;"Portfolio Deutsch Neu, Level 1 - Teacher's Manual; Portfolio Deutsch Neu, Level 1 - Textbook; Portfolio Deutsch Neu, Level 1 - Workbook; Portfolio Deutsch Neu, Level 2 - Teacher’s Manual; Portfolio Deutsch Neu, Level 2 - Textbook; Portfolio Deutsch Neu, Level 2 - Workbook; Portfolio Deutsch Neu, Level 3/4 - Teacher's Manual; Portfolio Deutsch Neu, Level 3/4 - Textbook; Portfolio Deutsch Neu, Level 3/4 - Workbook";176
Thompson School District - ClassLink;69331;Active PO;232205-0131-AK_ThompsonSD_Mapas3;2024-08-05;2025-09-14;User;60;3;Mapas 3;29
Victor Valley Union High School District;67340;Active PO;PO242835_VictorValleyUHSD_Klasse;2024-07-12;2025-08-29;User;270;2;"Klasse! A1; Klasse! A1 - The KWL Hub Textbook for Students ; Klasse! A1 - The KWL Hub Workbook for Students ; Klasse! A2; Klasse! A2 - The KWL Hub Textbook for Students ; Klasse! A2 - The KWL Hub Workbook for Students ; Klasse! B1; Klasse! B1 - The KWL Hub Textbook for Students ; Klasse! B1 - The KWL Hub Workbook for Students";49
Victor Valley Union High School District;67340;Expired PO;VIICTORVALLEYUHSD_DEMO;2023-02-28;2023-08-29;User;5;1;"Reporters francophones 1 Enriched eText Student Edition sample unit; Reporters francophones 1 Enriched eText Workbook sample unit; Reporters francophones 1 eText Student Edition; Reporters francophones 1 eText Teacher Edition sample unit; Reporters francophones 1 eText Teacher Edition TO BE DELETED; Reporters francophones 1 eText Workbook";3
Palo Alto Unified School District - ClassLink;66614;Active PO;PaloAltoUSD_adoption_Reporteros_all;2024-05-31;2025-07-04;User;19742;6;"Reporteros 1; Reporteros 2 ; Reporteros 3; Reporteros 4";500
Palo Alto Unified School District - ClassLink;66614;Active PO;PaloAltoUSD_adoption_Reportersfrancophones_all;2024-05-31;2025-07-04;User;6254;6;"Reporters francophones 3; Reporters francophones 1; Reporters francophones 2";487
Palo Alto Unified School District - ClassLink;66614;Active PO;PaloAltoUSD_adoption_Defifrancophone2;2024-05-31;2025-07-04;User;1449;1;Défi francophone 2;3
Palo Alto Unified School District - ClassLink;66614;Active PO;PaloAltoUSD_adoption_Klasse_all;2024-07-29;2025-09-01;User;500;2;"Klasse! A1; Klasse! A1 - The KWL Hub Textbook for Students ; Klasse! A1 - The KWL Hub Workbook for Students ; Klasse! A2; Klasse! A2 - The KWL Hub Textbook for Students ; Klasse! A2 - The KWL Hub Workbook for Students ; Klasse! B1; Klasse! B1 - The KWL Hub Textbook for Students ; Klasse! B1 - The KWL Hub Workbook for Students";5
Palo Alto Unified School District - ClassLink;66614;Active PO;PaloAltoUSD_PO#DE 252786_GunnHS_Mapas1-2;;2025-10-08;User;;;;0
Elkhorn Public Schools;67314;Active PO;ElkhornPS_PO#W2400401_ReportersFrancophone1-3;;2031-09-01;User;;;;0
Elkhorn Public Schools;67314;Active PO;ElkhornPS_PO#W2400401_DefiFrancophone2;;2031-09-01;User;;;;0
Elkhorn Public Schools;67314;Expired PO;Elkhorn Public Schools (NE) DEMO;2024-03-01;2024-09-16;User;5;1;"Reporters francophones 1; Reporters francophones 2";2
River Trails School District 26;66052;Active PO;PO6245089_RiverTrailsSD_ReporterosSeries;2024-08-12;2025-09-15;User;1114;2;Reporteros 1;354
River Trails School District 26;66052;Active PO;ComplimentaryTeacher_RiverTrails_SpanishReaders;2025-01-28;2025-08-15;User;10;2;"Me despierto y bailo; Todo para todos; Un gol fantástico";7
River Trails School District 26;66052;Expired PO;PO6245089_RiverTrailsSD_ReporterosSeries;2024-08-02;2024-08-02;User;1114;1;Reporteros 1;1
Mountain View Los Altos Union High School District;62360;Active PO;KSO4355000002108322_MountainViewHS_RF1-2;2024-08-05;2025-09-08;User;625;2;"Reporters francophones 1; Reporters francophones 2";5
Mountain View Los Altos Union High School District;62360;Active PO;KSO4355000002108322_Mountain_View_LA_HS_RF1_RF2;2024-08-09;2025-09-12;User;541;3;"Reporters francophones 3; Reporters francophones 1; Reporters francophones 2";233
Mountain View Los Altos Union High School District;62360;Expired PO;Pilot_MountainView;2023-11-08;2024-08-09;User;285;3;"Reporters francophones 1; Reporters francophones 2";147
San Ramón Valley USD;62729;Active PO;KSO435500000210817_SanRamonValleyUSD_Mapas4;2024-08-05;2025-09-08;User;3420;5;Mapas 4;309
Southern Door School District;62827;Active PO;KSO4355000002106977_Classlink;2023-11-20;2029-12-31;User;1000;3;"Reporteros 1; Reporteros 2 ; Reporteros 3";164
Richland School District WA;59318;Active PO;RichlandSchoolDistrict_adoption_Reporteros1-3;2024-08-23;2025-09-26;User;10000;7;"Reporteros 1; Reporteros 2";500
Richland School District WA;59318;Active PO;RichlandSchoolDistrict_adoption_Defifrancophone1-2;2024-08-23;2025-09-26;User;350;5;"Défi francophone 1; Défi francophone 2";37
Richland School District WA;59318;Active PO;RichlandSchoolDistrict_adoption_KlasseA1-A2;2024-08-23;2025-09-26;User;1880;3;"Klasse! A1; Klasse! A1 - The KWL Hub Workbook for Students ; Klasse! A2; Klasse! A2 - The KWL Hub Workbook for Students";108
Richland School District WA;59318;Expired PO;PG223310 Reporteros 1,2 Student and Teacher;2023-08-21;2024-09-23;User;6943;8;"Reporteros 1; Reporteros 2";174
Richland School District WA;59318;Expired PO;PO SO-589 Reporteros 3;2023-08-22;2024-09-24;User;690;5;Reporteros 3;13
Georgetown Day School;61388;Active PO;KSO3002554_Reporteros1_2;2023-09-08;2025-09-01;User;400;2;"Reporteros 1; Reporteros 2";206
Georgetown Day School;61388;Active PO;KSO3002554_Reportersfrancophones1_2;2023-09-08;2025-09-01;User;100;2;"Reporters francophones 1; Reporters francophones 2";40
Georgetown Day School;61388;Active PO;PO_ZQ002421_Reporteros_1;2024-08-29;2025-10-02;User;99;2;Reporteros 1;12
Georgetown Day School;61388;Active PO;PO_ZQ002421_Reporteros_2;2024-08-29;2025-10-02;User;118;2;Reporteros 2;13
Georgetown Day School;61388;Active PO;PO_ZQ002421_Reporters_Francophones_1_etext;2024-08-29;2025-10-02;User;30;2;Reporters francophones 1: The KWL Hub eBook;10
Georgetown Day School;61388;Active PO;PO_ZQ002421_Reporters_Francophones_2;2024-08-29;2025-10-02;User;12;2;Reporters francophones 2;10
Georgetown Day School;61388;Active PO;GeorgetownDaySchool_ReporterosReaders;2025-03-21;2025-10-02;User;265;2;"24 horas en Barcelona; 24 horas en Bogotá; 24 horas en Buenos Aires; 24 horas en Ciudad de México; Me despierto y bailo; Mi año de intercambio; Todo para todos; Un gol fantástico";39
Georgetown Day School;61388;Expired PO;GEORGETOWNDAYSCHOOL_DEMO;2023-02-23;2023-05-23;User;5;1;"Reporters francophones 1 Enriched eText Student Edition sample unit; Reporters francophones 1 Enriched eText Workbook sample unit; Reporters francophones 1 eText Student Edition; Reporters francophones 1 eText Teacher Edition sample unit; Reporters francophones 1 eText Teacher Edition TO BE DELETED; Reporters francophones 1 eText Workbook";3
North Colonie Central Schools;61347;Active PO;KSO4355000002106806_PDN_1_2_34;2023-09-06;2026-10-17;User;875;3;"Portfolio Deutsch Neu, Level 1 - Teacher's Manual; Portfolio Deutsch Neu, Level 1 - Textbook; Portfolio Deutsch Neu, Level 1 - Workbook; Portfolio Deutsch Neu, Level 2 - Teacher’s Manual; Portfolio Deutsch Neu, Level 2 - Textbook; Portfolio Deutsch Neu, Level 2 - Workbook; Portfolio Deutsch Neu, Level 3/4 - Teacher's Manual; Portfolio Deutsch Neu, Level 3/4 - Textbook; Portfolio Deutsch Neu, Level 3/4 - Workbook";106
North Colonie Central Schools;61347;Active PO;PO#53786_NorthColonieCS_2025-2026_Reporteros1-2;;2026-09-30;User;;;;0
North Colonie Central Schools;61347;Active PO;PO#53786_NorthColonieCS_2024-2025_Reporteros1-2;;2025-09-30;User;;;;0
North Colonie Central Schools;61347;Expired PO;PO#53786_NorthColonieCentralSchools_Reporteros1-3;2024-07-03;2024-07-30;User;;;;0
King School;60006;Active PO;PO # WL- F -2023-2024;;2026-11-05;User;;;;0
King School;60006;Active PO;PO_ZQ002481_Reporteros3_student;2024-07-22;2025-08-25;User;60;3;Reporteros 3;3
King School;60006;Active PO;PO_ZQ002481_Reporteros3_teacher_3yr;2024-07-22;2027-07-26;User;10;2;Reporteros 3;2
King School;60006;Active PO;PO_ZQ002481_ReportersFrancophones1_student_1yr;2024-07-22;2025-08-25;User;60;3;Reporters francophones 1;3
King School;60006;Active PO;PO_ZQ002481_ReportersFrancophones1_teacher_3yr;2024-07-22;2027-07-26;User;6;2;Reporters francophones 1;2
King School;60006;Active PO;PO_ZQ002481_ReportersFrancophones2_student_1yr;2024-07-22;2025-08-25;User;60;2;Reporters francophones 2;2
King School;60006;Active PO;PO_ZQ002481_ReportersFrancophones3_student_1yr;2024-07-22;2025-08-25;User;60;3;Reporters francophones 3;3
King School;60006;Active PO;PO_ZQ002481_ReportersFrancophones3_teacher_3yr;2024-07-22;2027-07-26;User;6;2;Reporters francophones 3;2
King School;60006;Active PO;POZQ002481_Reporteros3_all;2024-08-30;2025-10-03;User;40;2;Reporteros 3;27
King School;60006;Active PO;POZQ002481_Reportersfrancophones1-3_all;2024-08-30;2025-10-03;User;50;2;"Reporters francophones 3; Reporters francophones 1; Reporters francophones 2";35
King School;60006;Expired PO;PO_5380245000041941003;2024-01-22;2024-08-07;User;15;3;Reporters francophones 2;3
King School;60006;Expired PO;Quote5380245000007906035_KingSchool_RF2;2023-08-30;2024-10-02;User;18;3;Reporters francophones 2;3
Hampshire County;59164;Active PO;PO240053_HampshireCounty_Reporteros1-3;2023-08-29;2029-08-05;User;700;2;"Reporteros 1; Reporteros 2 ; Reporteros 3";80
Upper Arlington City School District;59446;Active PO;KSO4355000002106619 Reporters Francophones 1 and 2;2023-08-18;2025-09-01;User;1346;5;"Reporters francophones 1; Reporters francophones 2";207
Upper Arlington City School District;59446;Active PO;PO#2405826_UpperArlington_Klasse_Textbook+Workbook;;2025-09-01;User;;;;0
Upper Arlington City School District;59446;Active PO;PO#2405500_UpperArlington_ReportersFrancophones3;;2025-09-01;User;;;;0
Upper Arlington City School District;59446;Expired PO;TESTREVIEW;2023-02-16;2023-08-17;User;5;1;"Reporters francophones 1 Enriched eText Student Edition sample unit; Reporters francophones 1 Enriched eText Workbook sample unit; Reporters francophones 1 eText Student Edition; Reporters francophones 1 eText Teacher Edition sample unit; Reporters francophones 1 eText Teacher Edition TO BE DELETED; Reporters francophones 1 eText Workbook";3
Brooke County Schools;59541;Active PO;PO 154737 Reporteros 1 teacher;2023-08-10;2026-08-08;User;500;2;Reporteros 1;64
Brooke County Schools;59541;Active PO;PO 154737 Reporteros 2 teacher;2023-08-10;2026-08-08;User;25;1;Reporteros 2;1
Brooke County Schools;59541;Active PO;PO 154737 Reporteros 3 teacher;2023-08-10;2026-08-08;User;25;1;Reporteros 3;1
Brooke County Schools;59541;Active PO;PO 154737_Reporteros1-4_all;2024-08-16;2029-08-03;User;10000;3;"Reporteros 1; Reporteros 2 ; Reporteros 3; Reporteros 4";179
Brooke County Schools;59541;Expired PO;PO 154737 Reporteros 1 Student;2023-08-10;2024-09-12;User;550;3;Reporteros 1;2
Brooke County Schools;59541;Expired PO;PO 154737 Reporteros 2 student;2023-08-10;2024-09-12;User;350;2;Reporteros 2;1
Brooke County Schools;59541;Expired PO;PO 154737 Reporteros 3;2023-08-10;2024-09-12;User;75;1;Reporteros 3;1
Crawfordsville Community Schools;60384;Active PO;PO#16707_Crawfordsville_HighSchool_Reporteros;;2025-09-08;User;;;;0
